URL;Colección;Modelo;Código EAN;Alto con embalaje;Alto de producto;Ancho con embalaje;Ancho de producto;Espesor de producto;Fondo con embalaje;Peso del producto;Acabado;Antihielo;Cobertura;Diseño;Interior/Exterior/Ambos;Material;Rectificado;Unidades del pack;Nota adicional;Declaración de prestaciones (DoP);Antideslizante;Encastrable;Vendido por;Garantía;Normas y certificados;Clasificación PEI;Normas;Marca;Lustre;Efecto;Certificado;Error;Cobertura por paquete (m2);Escala MOHS;Nivel de tránsito
https://www.bricodepot.es/azulejo-bayaz-beige-8435433542438?queryID=4835ef3b5ddad46959152a3561ca75af&objectID=133060&indexName=pro_ES_products;Bayaz;;8435433542438;40;25 cm;40 cm;50 cm;;15;27;;No;;Cementoso;Interior;;No;;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_PT_8435433542438;No;No;Brico Depôt;3 años;;;;;;;;;;;
https://www.bricodepot.es/azulejo-konkrete-blanco-negro-decor-20x60-cm-5036581089566?queryID=146d553b2dcd82ea694e2c303406ae12&objectID=132976&indexName=pro_ES_products;Konkrete;;5036581089566;10;20 cm;20 cm;60 cm;8 mm;60;22.35;Mate;No;;Cementoso;Interior;pasta roja;No;12;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581089566;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-konkrete-multicolor-20x60-cm-5036581089559?queryID=a6cb2ff007163bc2db7404586e41576e&objectID=132975&indexName=pro_ES_products;Konkrete;;5036581089559;10;20 cm;20 cm;60 cm;8 mm;60;22.35;Mate;No;;Cementoso;Interior;pasta roja;No;12;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581089559;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-caliste-gris-25x40-cm-5059340460215?queryID=1d9ce9cfd1fa568c55861db01c9d9f4f&objectID=246474&indexName=pro_ES_products;Cemento;Caliste;5059340460215;15;25 cm;40 cm;40 cm;8 mm;40;1;Mate;No;;Diseño cementoso;Interior;pasta roja;Sí;15;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_ES_PT_5059340460215;No;No;Brico Depôt;3 años;;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-konkrete-mureto-gris-20x60-cm-5036581089597?queryID=f3391f59d39add360d722b46e0463e27&objectID=132978&indexName=pro_ES_products;Konkrete;;5036581089597;10;20 cm;20 cm;60 cm;8 mm;60;22.35;Mate;No;;Cementoso;Interior;pasta roja;No;12;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581089597;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-konkrete-mureto-marfil-decor-20x60-cm-5036581089580?queryID=b521c78ee2c90db8c3d65c4ed0d41f02&objectID=132977&indexName=pro_ES_products;Konkrete;;5036581089580;10;20 cm;20 cm;60 cm;8 mm;60;1;Mate;No;;Cementoso;Interior;pasta roja;No;12;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581089580;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-caliste-decor-25x40-cm-5059340460239?queryID=3e7583552e90acd7d16914eaafb1fe87&objectID=246476&indexName=pro_ES_products;Cemento;Caliste;5059340460239;15;25 cm;40 cm;40 cm;8 mm;40;1;Mate;No;;Diseño cementoso;Interior;pasta roja;Sí;15;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_ES_5059340460239;No;No;Brico Depôt;3 años;;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-konkrete-gris-20x60-cm-5036581089542?queryID=aef3af879e74b4c852aa0eefcbb6a8e8&objectID=132974&indexName=pro_ES_products;Konkrete;;5036581089542;10;20 cm;20 cm;60 cm;8 mm;60;22.35;Mate;No;;Cementoso;Interior;pasta roja;No;12;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581089542;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-konkrete-marfil-20-x-60-cm-5036581089535?queryID=0487957a0aa022efb477738375cf5aaf&objectID=132973&indexName=pro_ES_products;Konkrete;;5036581089535;10;20 cm;20 cm;60 cm;8 mm;60;22.35;Mate;No;;Cementoso;Interior;pasta roja;No;12;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581089535;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-caliste-gris-claro-25x40-cm-5059340460208?queryID=abb97febd1eec6f103bf54303f6b7072&objectID=246473&indexName=pro_ES_products;Cemento;Caliste;5059340460208;15;25 cm;40 cm;40 cm;8 mm;40;1;Mate;No;;Diseño cementoso;Interior;pasta roja;Sí;15;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_ES_PT_5059340460208;No;No;Brico Depôt;3 años;;PEI2;;;;;;;;;
https://www.bricodepot.es/revestimiento-pasta-blanca-leah-blanco-mate-30x90-cm-cooke-lewis-5059340719627?queryID=ef88bce5c801ace50eb100e101dc1872&objectID=259900&indexName=pro_ES_products;Leah;;5059340719627;5.3;30 cm;30.3 cm;90 cm;;90.3;21.5;Mate;No;;;Interior;pasta blanca;Sí;;;DOP_ES_PT_5059340719627;No;Sí;Brico Depôt;3 años;;;;Cooke & Lewis;Mate;Mármol;;;;;
https://www.bricodepot.es/revestimiento-pasta-blanca-salinas-gold-30x60-cm-8429991787653?queryID=58d6afc0d5bce0b54490764ae0f9a8e8&objectID=260433&indexName=pro_ES_products;Salinas;;8429991787653;7;30 cm;30.5 cm;60 cm;7 mm;60.5;21.5;Brillo;No;1.62;Rectangular;Interior;pasta blanca;Sí;;;;No;No;Brico Depôt;3 años;;;;;Brillo;Mármol;;;;;
https://www.bricodepot.es/revestimiento-pasta-blanca-palmar-blanco-30x60-cm-8429991787646?queryID=aecca2baf36c5fc33f7a439e4f2b4cf4&objectID=259903&indexName=pro_ES_products;Palmar;;8429991787646;7;30 cm;30.5 cm;60 cm;;60.5;21.5;Brillo;No;;;Interior;pasta blanca;Sí;;;DOP_8429991787646;No;Sí;Brico Depôt;3 años;;;;;Brillo;Mármol;;;;;
https://www.bricodepot.es/revestimiento-pasta-blanca-leah-relieve-blanco-30x90-cm-cooke-lewis-5059340719528?queryID=c46a47b27220e36965dc7f066a309ab9&objectID=259902&indexName=pro_ES_products;Leah;;5059340719528;5.3;30 cm;30.3 cm;90 cm;;90.3;21.5;Brillo;No;1.35;relieve;Interior;pasta blanca;Sí;;;DOP_ES_PT_5059340719528;No;Sí;Brico Depôt;3 años;;;;Cooke & Lewis;Brillo;Mármol;;;;;
https://www.bricodepot.es/revestimiento-pasta-blanca-leah-blanco-mate-30x90-cm-cooke-lewis-5059340719627?queryID=ef88bce5c801ace50eb100e101dc1872&objectID=259900&indexName=pro_ES_products;Leah;;5059340719627;5.3;30 cm;30.3 cm;90 cm;;90.3;21.5;Mate;No;;;Interior;pasta blanca;Sí;;;DOP_ES_PT_5059340719627;No;Sí;Brico Depôt;3 años;;;;Cooke & Lewis;Mate;Mármol;;;;;
https://www.bricodepot.es/revestimiento-pasta-blanca-leah-blanco-30x90-cm-cooke-lewis-5059340719542?queryID=d6066c83cdc0b8691e817d42d12154d8&objectID=260434&indexName=pro_ES_products;Leah;;5059340719542;5.3;30 cm;30.3 cm;90 cm;;90.3;21.5;Brillo;No;1.35;Liso;Interior;pasta blanca;Sí;5;;DOP_ES_PT_5059340719542;No;Sí;Brico Depôt;3 años;;;;Cooke & Lewis;Brillo;Mármol;;;;;
https://www.bricodepot.es/azulejo-pasta-blanca-minerva-gold-30x90cm-8435414126275?queryID=ee1a4358df6ac588d40fa96f4cf0dd44&objectID=267119&indexName=pro_ES_products;Minerva;;8435414126275;5;30 cm;30.3 cm;90 cm;;90.3;19.5;Brillo;No;1.62;Mármol;Interior;pasta blanca;Sí;;;;No;Sí;Brico Depôt;3 años;;;;Goodhome;Brillo;Mármol;;;;;
https://www.bricodepot.es/azulejo-zalie-gris-mate-30x90-cm-5059340781921?queryID=b68f4d633835967d64b4282d2810c479&objectID=246484&indexName=pro_ES_products;Piedra;Zalie;5059340781921;4.8;30 cm;90.4 cm;90 cm;8.7 mm;30.4;21.2;Mate;No;1.35;Travertino;Interior;Cerámica. PB.;Sí;5;Se espera cierto grado de variación en el color o en el tono de estos productos. Escoja siempre cajas que tengan el mismo número de referencia, en cuanto a selección y tono, calibre y producción. Es recomendable adquirir un 15 % más de material.;DOP_ES_PT_5059340781921;No;No;Brico Depôt;3 años;;;;;Mate;;;;;;
https://www.bricodepot.es/azulejo-ideal-blanco-decor-25x40-cm-5036581064884?queryID=3abe70f81af41f0d901ba37334492a0b&objectID=132956&indexName=pro_ES_products;Ideal;;5036581064884;13;25 cm;25 cm;40 cm;8 mm;40;1;Mate;No;;Mármol;Interior;pasta roja;No;15;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581064884;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-elegance-marble-statuario-20x60-cm-5036581065201?queryID=d627d0ca321a7d66ea1eb3bde800443a&objectID=132961&indexName=pro_ES_products;;;5036581065201;9.1;;20.3 cm;;;60.3;17.07;;No;;Mármol;;;No;;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581065201;No;No;Brico Depôt;3 años;primera_calidad_ES;;;;;;;;;;
https://www.bricodepot.es/azulejo-ideal-blanco-25x40-cm-5036581064877?queryID=80482a14557f5a66788b7e65a6f99ff9&objectID=132955&indexName=pro_ES_products;Ideal;;5036581064877;13;25 cm;25 cm;40 cm;8 mm;40;1;Mate;No;;Mármol;Interior;pasta roja;No;15;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581064877;No;No;Brico Depôt;3 años;primera_calidad_ES;PEI2;;;;;;;;;
https://www.bricodepot.es/azulejo-elegance-marble-statuario-deing-decor-20x60-cm-5036581065218?queryID=2395ae62a77b434f0106177cfe3004c4&objectID=132962&indexName=pro_ES_products;;;5036581065218;9.1;;20.3 cm;;;60.3;17.07;;No;;;;;No;;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_5036581065218;No;No;Brico Depôt;3 años;primera_calidad_ES;;;;;;;;;;
https://www.bricodepot.es/pavimento-porcelanico-cartago-haya-233x120cm-8429178398283?queryID=bb20a8d9dccd43d787bf8a4e6800b25b&objectID=342996&indexName=pro_ES_products;Haya;;8429178398283;4.35;120 cm;23.8 cm;23 cm;;120.5;25.8;;No;;;Interior;Porcelanico;No;5;;DOP_ES_PT_8429178398283;No;;Brico Depôt;3 años;;4;;;;Madera;;;1.4;5;
https://www.bricodepot.es/pavimento-ucles-madera-natural-22-5x90-cm-8435414127845?queryID=cee7f394e762324b96a77d6a2b2373b4&objectID=328325&indexName=pro_ES_products;;;8435414127845;5.5;;22.5 cm;22.5 cm;8.5 mm;90;22.5;Mate;Sí;;Liso;Interior;porcelánico;No;;;DOP_PT_8435414127845;No;;Brico Depôt;3 años;;4;;;Mate;;;;1.21;6;Moderado
https://www.bricodepot.es/pavimento-ceramico-barsan-205x615-cm-cooke-lewis-5059340433233?queryID=d961b39bcc9b3be72062953428a9eeb9&objectID=175409&indexName=pro_ES_products;Barsan;;5059340433233;8.55;20.5 cm;61.5 cm;61.5 cm;9.5 mm;20.5;21.5;;No;;;Interior;"Cerámica; Pasta roja";No;9;Se espera cierto grado de variación en el color o en el tono de estos productos. Escoja siempre cajas que tengan el mismo número de referencia, en cuanto a selección y tono, calibre y producción. Es recomendable adquirir un 15 % más de material.;DOP_ES_PT_5059340433233;Sí;;Brico Depôt;3 años;primera_calidad_ES;3;EN 14411;Cooke & Lewis;Mate;Madera;;;1.13;6;Moderado
https://www.bricodepot.es/pavimento-beige-amaga-24x88cm-8429178840003?queryID=d6000028d8eb9099104ab7f5525749c3&objectID=424905&indexName=pro_ES_products;;;8429178840003;5.6;88 cm;24 cm;24 cm;8.5 mm;88;24;Mate;Sí;;;Interior;;No;;;DOP_ES_PT_8429178840003;No;;Brico Depôt;3 años;;;;;;;;;;;
https://www.bricodepot.es/pavimento-ceramico-madine-marron-45-x-45-cm-5059340433240?queryID=68ac48dfa64920b06582ba7cab203ad5&objectID=135827&indexName=pro_ES_products;Madine;;5059340433240;6.4;45 cm;45 cm;45 cm;9.1 mm;45;25.6;Liso;No;;Lisa;Interior;gres cerámico;No;7;Se espera cierto grado de variación en el color o en el tono de estos productos. Escoja siempre cajas que tengan el mismo número de referencia, en cuanto a selección y tono, calibre y producción. Es recomendable adquirir un 15 % más de material.;DOP_5059340433240;No;;Brico Depôt;3 años;;PEI3;;;Mate;Madera;;;1.42;;
https://www.bricodepot.es/pavimento-ceramico-roble-61-5x20-5-cm-c-l-5059340433424?queryID=18588bd5abd2476732bd4f88f3e10a59&objectID=139635&indexName=pro_ES_products;Rústico;Fabre;5059340433424;8.55;20.5 cm;61.5 cm;61.5 cm;9.5 mm;;21.5;Mate;No;;;Interior;"Cerámica; Pasta roja";No;9;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_0131;No;;Brico Depôt;3 años;primera_calidad_ES;3;EN 14411;Cooke & Lewis;Mate;Madera;;;1.13;6;
https://www.bricodepot.es/pavimento-porcelanico-norwegio-gris-30x60cm-3663602679332?queryID=7278c601948f798a7b069e6a135951db&objectID=133369&indexName=pro_ES_products;Norwegio;;3663602679332;15;30 cm;40 cm;60 cm;8.5 mm;40;22.92;;Sí;;;Interior;Porcelánico;No;7;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_0104;Sí;;Brico Depôt;3 años;;2;;;Mate;Madera;;;1.26;5;Tráfico moderado
https://www.bricodepot.es/pavimento-porcelanico-clizy-gris-24x88x0-8-cm-5063022022561?queryID=08e9b7492d97b1b76793c2a45f0e6973&objectID=139247&indexName=pro_ES_products;Clizy;;5063022022561;5.5;88 cm;24.03 cm;24 cm;8.5 mm;88.03;23.1;;Sí;;;Interior;Porcelánico;No;6;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_ES_PT_5063022022561;Sí;;Brico Depôt;3 años;;3;;Goodhome;Mate;Madera;;;1.27;7;Tráfico pesado
https://www.bricodepot.es/pavimento-porcelanico-woodproject-nogal-23x120-cm-3663602675846?queryID=891bec0a685a06870293fde0fd854dfa&objectID=133328&indexName=pro_ES_products;Woodproject;;3663602675846;4.23;23 cm;23.65 cm;120 cm;9.7 mm;120.35;21.85;;Sí;;;Interior;Porcelánico;No;4;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_0100;Sí;;Brico Depôt;3 años;;3;;Colours;Mate;Madera;;;1.12;6;
https://www.bricodepot.es/pavimento-porcelanico-c2-jano-zarautz-beige-23x120-cm-8429991784904?queryID=0c0df057f811faa4c4c8b623002d3cbe&objectID=260075&indexName=pro_ES_products;Jano Zarautz;;8429991784904;5;23 cm;23.5 cm;120 cm;;120.5;24.95;Satinado;Sí;;;Interior;porcelánico;No;;;DOP_ES_8429991784904;Sí;;Brico Depôt;3 años;;3;;;Satinado;Madera;;;1.38;6;Tráfico moderado
https://www.bricodepot.es/pavimento-porcelanico-ucles-gris-22-5x90-cm-8435414126282?queryID=ca18ad31ac96a39ad512027af988eda4&objectID=266254&indexName=pro_ES_products;Ucles;;8435414126282;5.5;22.5 cm;22.8 cm;90 cm;8.5 mm;90.3;22.5;Mate;Sí;;Liso;Interior;porcelánico;No;;;;No;;Brico Depôt;3 años;;4;;;Mate;Madera;;;1.21;6;Moderado
https://www.bricodepot.es/pavimento-porcelanico-c2-jano-zarautz-gray-23x120-cm-8429991784881?queryID=7af07f9b6215448821d2c98863e0284a&objectID=260072&indexName=pro_ES_products;Jano Zarautz;;8429991784881;5;23 cm;23.5 cm;120 cm;;120.5;24.95;Mate;Sí;;;Interior-Exterior;porcelánico;No;;;DOP_ES_8429991784881;Sí;;Brico Depôt;3 años;;3;;;Mate;Madera;;;1.38;6;Tráfico moderado
https://www.bricodepot.es/pavimento-porcelanico-monaco-22-5-x-90-cm-8435414109278?queryID=566bf1d5c7bc93228ad7f99544050346&objectID=133419&indexName=pro_ES_products;;;8435414109278;15;22.5 cm;40 cm;90 cm;8.5 mm;40;22.41;;Sí;;;Interior;Porcelánico;No;;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_0122;Sí;;Brico Depôt;3 años;;;;;;Madera;;;1.215;;
https://www.bricodepot.es/pavimento-porcelanico-c2-jano-zarautz-oak-23x120-cm-8429991784898?queryID=328f9d55ed5f3a74ecebff3576083c84&objectID=260078&indexName=pro_ES_products;Jano Zarautz;;8429991784898;5;23 cm;23.5 cm;120 cm;;120.5;24.95;Mate;Sí;;;Interior-Exterior;porcelánico;No;;;DOP_ES_8429991784898;Sí;;Brico Depôt;3 años;;3;;;Mate;Madera;;;1.38;6;Tráfico moderado
https://www.bricodepot.es/pavimento-porcelanico-assen-gris-45x45-cm-8435609317396?queryID=2439d769e21e2f4eb5249bda09dc64e7&objectID=133451&indexName=pro_ES_products;;;8435609317396;6.5;;45 cm;;;45;25.48;;No;;;Interior-Exterior;Cerámica;No;;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_0146;Sí;;Brico Depôt;3 años;;;;;;Cemento;;;1.42;;
https://www.bricodepot.es/pavimento-porcelanico-zicatela-blanco-60x120cm-8429991953577?queryID=ef4552ded6bb4c7ed3cb1f44f2db80db&objectID=441897&indexName=pro_ES_products;Zicatela;;8429991953577;2.5;120 cm;60 cm;60 cm;0.9 cm;120;20.49;Mate;No;;Cementoso;Interior-Exterior;porcelanico;Sí;;;;Sí;;Brico Depôt;3 años;;3;;;;;;;1.44;5;
https://www.bricodepot.es/pavimento-porcelanico-c2-toran-gris-23x120-cm-8435609333921?queryID=b19a4e7b316418f76470f580b2e204ed&objectID=135532&indexName=pro_ES_products;Toran;;8435609333921;4;23 cm;23 cm;120 cm;9.1 mm;120;22;;Sí;;;Interior-Exterior;Porcelánico esmaltado.;Sí;4;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_8435609333891_8435609333921_8435609333952;Sí;;Brico Depôt;3 años;;4;;;Mate;Madera;;;1.09;7;
https://www.bricodepot.es/pav-damian-45x45-gris-5059340720951?queryID=6d1dbab6c610697d73db1b70ab1811f7&objectID=306557&indexName=pro_ES_products;;;5059340720951;6.4;45 cm;45 cm;45 cm;;45;25.6;Mate;No;;;Interior;pasta roja;Sí;;;;No;;Brico Depôt;3 años;;3;;;Mate;Desgastado;;;1.42;6;Tránsito alto
https://www.bricodepot.es/pavimento-porcelanico-structured-beige-60x60cm-3663602677413?queryID=553fadb2bc167bb71c928a81b5592f99&objectID=133347&indexName=pro_ES_products;Structured concrete;;3663602677413;4;60 cm;60.04 cm;60 cm;9.5 mm;60.04;23.13;;Sí;;;Interior;Porcelánico;No;3;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_0106;Sí;;Brico Depôt;3 años;;3;;Colours;Mate;Baldosa;;;1.08;6;Tráfico frecuente
https://www.bricodepot.es/pavimento-porcelanico-c2-toran-haya-23x120-cm-8435609333952?queryID=35b94baad2cf75c396d03a2ed70002e7&objectID=135533&indexName=pro_ES_products;Toran;;8435609333952;4;23 cm;23 cm;120 cm;9.1 mm;120;22;;Sí;;;Interior-Exterior;Porcelánico esmaltado.;Sí;4;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DoP_8435609333891_8435609333921_8435609333952;Sí;;Brico Depôt;3 años;;4;;;Mate;Madera;;;1.085;7;
https://www.bricodepot.es/pav-damian-45x45-beige-5059340721026?queryID=aa0dd03f4582c052c64c112a7cc3c783&objectID=306558&indexName=pro_ES_products;;;5059340721026;6.4;45 cm;45 cm;45 cm;;45;25.6;Mate;No;;;Interior;pasta roja;Sí;;;;Sí;;Brico Depôt;3 años;;3;;;Mate;Desgastado;;;1.42;6;Tráfico ligero-moderado
https://www.bricodepot.es/pavimento-porcelanico-shaded-gris-30x60-cm-3663602677857?queryID=3635333a25eb17b5dbbc7fa47181b224&objectID=133358&indexName=pro_ES_products;Shaded;;3663602677857;31;61.5 cm;8 cm;30.8 cm;7.5 mm;62;3;;Sí;;;Interior;Porcelánico;No;7;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_3663602677857;Sí;;Brico Depôt;3 años;;4;;Colours;Mate;Mármol;;;1.32;5;Tráfico pesado
https://www.bricodepot.es/pavimento-belinda-coral-45x45-cm-5059340812311?queryID=7a8fe98b493cf3668bd5b702b0055877&objectID=246509&indexName=pro_ES_products;Clásico;Belinda;5059340812311;15;45 cm;40 cm;45 cm;8.5 mm;40;26;;No;;;Interior;"Cerámica; Pasta roja";No;7;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_ES_PT_5059340812311;No;;Brico Depôt;3 años;;2;;;Brillo;Mármol;;;1.42;6;
https://www.bricodepot.es/pavimento-porcelanico-aruma-60x60-cm-5059340269610?queryID=170e4f1ce87e8ccc03f90a2f1fc3e1ba&objectID=139404&indexName=pro_ES_products;Aruma;;5059340269610;3.4;60 cm;60.8 cm;60 cm;9.5 mm;60.8;21.66;Cromado;No;;;Interior;porcelánico esmaltado;No;3;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material. No utilices productos de limpieza abrasivos ni corrosivos.;;No;;Brico Depôt;3 años;;;EN 14411;Goodhome;Brillo;Mármol;;;1.1;;
https://www.bricodepot.es/pavimento-porcelanico-shaded-gris-30x60-cm-3663602677857?queryID=3635333a25eb17b5dbbc7fa47181b224&objectID=133358&indexName=pro_ES_products;Shaded;;3663602677857;31;61.5 cm;8 cm;30.8 cm;7.5 mm;62;3;;Sí;;;Interior;Porcelánico;No;7;Durante el proceso de fabricación de las piezas de cerámica, el tono y/o el calibre pueden sufrir pequeñas variaciones. Es recomendable adquirir un 15 % más de material.;DOP_3663602677857;Sí;;Brico Depôt;3 años;;4;;Colours;Mate;Mármol;;;1.32;5;Tráfico pesado
https://www.bricodepot.es/pavimento-pasta-roja-belinda-beige-45x45-cm-5059340721002?queryID=3ba705ec4a99b1a03564776a2ba10fb8&objectID=260082&indexName=pro_ES_products;Belinda;;5059340721002;6.37;45 cm;45 cm;45 cm;;45;0.01;Brillo;No;;;Interior;porcelánico;Sí;;;;Sí;;Brico Depôt;3 años;;2;;;Brillante;Mármol;;;1.42;5;Tráfico moderado
https://www.bricodepot.es/pavimento-porcelanico-c2-new-port-silver-60x60-cm-8429991793449?queryID=3bb083592a3edafa444bc45f715200a0&objectID=260074&indexName=pro_ES_products;New Port;;8429991793449;4.5;60 cm;60.5 cm;60 cm;;60.5;22.7;Satinado;Sí;;;Interior-Exterior;porcelánico;Sí;;;;Sí;;Brico Depôt;3 años;;3;;;Satinado;Mármol;;;1.08;6;Tráfico moderado
